OBJECTID,BSM,YSDM,TBYBH,TBBH,DLBM,DLMC,QSXZ,QSDWDM,QSDWMC,ZLDWDM,ZLDWMC,GDLX,KCLX,DLBZ,GDPDJ,KCDLBM,TKXS,TBMJ,XZDWMJ,LXDWMJ,TKMJ,TBDLMJ,PZWH,BGJLH,BGRQ,XZGDJFLY
741,171694,2001010100,1,1,31,有林地,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,,,,,0,6483.26,2144.29,0,0,4338.97,,,,
868,171844,2001010100,929,1,43,其他草地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,43922.37,157.2,0,0,43765.17,,,,
1042,172579,2001010100,3190,1,31,有林地,30,530702203204,大东乡国有林,530702203204,大东乡国有林,,,,,,0,252150.39,2797.28,0,0,249353.11,,,,
2356,180599,2001010100,8844,1,43,其他草地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,9794.43,0,0,0,9794.43,,,,
3617,174990,2001010100,3713,1,127,裸地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,189011.23,0,0,0,189011.23,,,,
4083,178910,2001010100,7134,1,43,其他草地,30,530702004204,开文社区居委会,530702004202,龙泉社区居委会,,,,,,0,1212.88,0,0,0,1212.88,,,,
4769,180927,2001010100,9182,1,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,15383.63,0,0,0,15383.63,,,,
4886,179855,2001010100,8124,1,33,其他林地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,,,,,0,9867.26,0,0,0,9867.26,,,,
4979,184067,2001010100,12362,1,201,城市,20,530702004201,黄山社区居委会,530702003203,文汇社区居委会,,,,,,0,8670.95,0,0,0,8670.95,,,,
5044,182496,2001010100,10729,1,201,城市,20,530702003205,象山社区居委会,530702003205,象山社区居委会,,,,,,0,159919.97,0,0,0,159919.97,,,,
5237,185397,2001010100,13607,1,201,城市,20,530702003202,寨后社区居委会,530702003202,寨后社区居委会,,,,,,0,54178.15,0,0,0,54178.15,,,,
5797,187315,2001010100,15498,1,201,城市,20,530702002203,义和社区居委会,530702002203,义和社区居委会,,,,,,0,288871.17,0,0,0,288871.17,,,,
5838,182206,2001010100,10439,1,127,裸地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,3458.92,0,0,0,3458.92,,,,
5860,184173,2001010100,12478,1,43,其他草地,20,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,2494.52,146.4,0,0,2348.12,,,,
6115,184356,2001010100,14310,1,31,有林地,20,530702001208,新华社区居委会,530702001208,新华社区居委会,,,,,,0,579.01,0,0,0,579.01,,,,
6215,185173,2001010100,13373,1,201,城市,20,530702001202,新义社区居委会,530702001202,新义社区居委会,,,,,,0,4830.34,0,0,0,4830.34,,,,
6587,183220,2001010100,11459,1,201,城市,20,530702003204,义正社区居委会,530702003204,义正社区居委会,,,,,,0,274256.38,0,0,0,274256.38,,,,
6720,186017,2001010100,14260,1,202,建制镇,20,530702001203,五一社区居委会,530702001203,五一社区居委会,,,,,,0,6086.97,0,0,0,6086.97,,,,
6751,183739,2001010100,11998,1,31,有林地,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,2483.44,0,0,0,2483.44,,,,
6859,194015,2001010100,22224,1,113,水库水面,20,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,4406.68,0,0,0,4406.68,,,,
6969,186298,2001010100,14494,1,201,城市,20,530702003201,金甲社区居委会,530702003201,金甲社区居委会,,,,,,0,261116.88,0,0,0,261116.88,,,,
7221,186771,2001010100,14977,1,201,城市,20,530702001205,光义社区居委会,530702001205,光义社区居委会,,,,,,0,92577.65,0,0,0,92577.65,,,,
7294,187325,2001010100,15548,1,201,城市,20,530702002202,八河社区居委会,530702002202,八河社区居委会,,,,,,0,12810.25,0,0,0,12810.25,,,,
7496,186856,2001010100,15075,1,201,城市,20,530702001204,七一社区居委会,530702001204,七一社区居委会,,,,,,0,229159.62,0,0,0,229159.62,,,,
8119,188502,2001010100,16760,1,201,城市,20,530702002204,顺和社区居委会,530702002204,顺和社区居委会,,,,,,0,242957.28,574.5,0,0,242382.78,,,,
8607,193423,2001010100,21656,1,31,有林地,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,136.28,17.01,0,0,119.27,,,,
8788,192261,2001010100,20448,1,31,有林地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,7623.97,0,0,0,7623.97,,,,
9728,197908,2001010100,26105,1,127,裸地,30,530702202208,羊见村民委员会,530702202208,羊见村民委员会,,,,,,0,7838.4,0,0,0,7838.4,,,,
10070,199224,2001010100,27479,1,13,旱地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,TK,,4,123,0.2937,12197.73,0,0,3582.473301,8615.256699,,,,
11078,200064,2001010100,28271,1,32,灌木林地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,149165.13,408.48,0,0,148756.65,,,,
11269,200988,2001010100,29171,1,32,灌木林地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,6451.27,391.21,0,0,6060.06,,,,
11739,201263,2001010100,29446,1,31,有林地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,,,,,0,4799,176.25,0,0,4622.75,,,,
12040,202367,2001010100,30612,1,43,其他草地,30,530702205205,普勤村民委员会,530702205205,普勤村民委员会,,,,,,0,696.99,90.9,0,0,606.09,,,,
12225,201497,2001010100,29703,1,31,有林地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,,,,,0,1342.56,0,0,0,1342.56,,,,
12478,207614,2001010100,35896,1,31,有林地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,272056.53,0,0,0,272056.53,,,,
13772,203319,2001010100,31627,1,31,有林地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,,,,,0,81901.44,1597.79,0,0,80303.65,,,,
14294,204688,2001010100,32966,1,31,有林地,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,9703.1,246.97,0,0,9456.13,,,,
14378,203494,2001010100,31812,1,43,其他草地,30,530702202203,七河村民委员会,530702202203,七河村民委员会,,,,,,0,2156.47,0,0,0,2156.47,,,,
14400,203909,2001010100,34478,1,31,有林地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,254924.43,66.3,0,0,254858.13,,,,
16243,206459,2001010100,34715,1,43,其他草地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,,,,,0,8520.77,0,0,0,8520.77,,,,
16711,188187,2001010100,16422,1,201,城市,20,530702002201,祥云社区居委会,530702002201,祥云社区居委会,,,,,,0,162774.36,0,0,0,162774.36,,,2010/12/31 0:00,
16748,206628,2001010100,34897,1,43,其他草地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,14500.88,0,0,0,14500.88,,,,
18324,209511,2001010100,37829,1,31,有林地,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,,,,,0,18765.93,786.76,0,0,17979.17,,,,
20614,182769,2001010100,11038,1,203,村庄,30,530702004201,黄山社区居委会,530702004201,黄山社区居委会,,,,,,0,2777.85,206.2,0,0,2571.65,,,2012/12/30 0:00,
22619,189302,2001010100,17518,1,12,水浇地,30,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,,TK,,1,123,0,118.43,24.48,0,0,93.95,,,2015/2/7 0:00,
22948,186623,2001010100,14829,1,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,1443.01,185.82,0,0,1257.19,,,2015/2/6 0:00,
23168,192489,2001010100,20689,1,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,1,123,0,6593.55,280.69,0,0,6312.86,,,2015/2/7 0:00,
28465,194246,2001010100,22592,1,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,1073.61,319.82,0,0,753.79,,,2015/2/7 0:00,
32545,175899,2001010100,4088,1,31,有林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,6174.97,184.5,0,0,5990.47,,,2015/2/8 0:00,
33299,179726,2001010100,7984,1,113,水库水面,20,530702005204,团山水库,530702005204,团山水库,,,,,,0,852827.49,0,0,0,852827.49,,,2015/2/8 0:00,
38036,205500,2001010100,33710,1,12,水浇地,30,530702202204,三义村民委员会,530702202204,三义村民委员会,,TK,,2,123,0.0809,2037.81,449.95,0,128.457874,1459.402126,,,2018/2/26 0:00,
39477,181004,2001010100,9259,1,31,有林地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,,,,,0,921877.36,9042.87,0,0,912834.49,,,2017/1/21 0:00,
40181,177390,2001010100,5695,1,31,有林地,30,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,,,,,,0,32068.77,3030.78,0,0,29037.99,,,2017/1/21 0:00,
40583,189344,2001010100,17580,1,12,水浇地,30,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,,TK,,1,123,0,1405.18,87.45,0,0,1317.73,,,2017/1/21 0:00,
171,172820,2001010100,1024,2,43,其他草地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,14338.95,0,0,0,14338.95,,,,
742,171695,2001010100,2,2,31,有林地,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,,,,,0,129338.31,963.36,0,0,128374.95,,,,
859,175104,2001010100,3320,2,31,有林地,30,530702203204,大东乡国有林,530702203204,大东乡国有林,,,,,,0,87716.08,1280.67,0,0,86435.41,,,,
1999,175000,2001010100,3723,2,43,其他草地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,9237.71,1069.58,0,0,8168.13,,,,
3660,180913,2001010100,9168,2,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,1698.94,325.2,0,0,1373.74,,,,
3858,179028,2001010100,7252,2,31,有林地,30,530702004204,开文社区居委会,530702004202,龙泉社区居委会,,,,,,0,450.61,0,0,0,450.61,,,,
3866,180617,2001010100,8862,2,43,其他草地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,2749.39,0,0,0,2749.39,,,,
4073,179922,2001010100,8201,2,33,其他林地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,,,,,0,17182.18,0,0,0,17182.18,,,,
4925,183799,2001010100,12058,2,33,其他林地,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,20734.74,393.36,0,0,20341.38,,,,
4990,185347,2001010100,13547,2,202,建制镇,20,530702001202,新义社区居委会,530702001202,新义社区居委会,,,,,,0,6183.81,0,0,0,6183.81,,,,
5020,182259,2001010100,10492,2,201,城市,20,530702003205,象山社区居委会,530702003205,象山社区居委会,,,,,,0,562179.79,0,0,0,562179.79,,,,
5280,185412,2001010100,13622,2,202,建制镇,20,530702001208,新华社区居委会,530702001208,新华社区居委会,,,,,,0,8659.51,0,0,0,8659.51,,,,
5397,182458,2001010100,10691,2,43,其他草地,20,530702001209,大研国有林,530702001209,大研国有林,,,,,,0,9444.68,91,0,0,9353.68,,,,
5607,183862,2001010100,12121,2,201,城市,20,530702003204,义正社区居委会,530702003204,义正社区居委会,,,,,,0,265718.07,0,0,0,265718.07,,,,
5990,187208,2001010100,15531,2,201,城市,20,530702002202,八河社区居委会,530702002202,八河社区居委会,,,,,,0,20040.11,0,0,0,20040.11,,,,
6100,182034,2001010100,10267,2,43,其他草地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,,,,,0,3895.21,0,0,0,3895.21,,,,
6367,183567,2001010100,11816,2,202,建制镇,20,530702003203,文汇社区居委会,530702003203,文汇社区居委会,,,,,,0,66730.81,0,0,0,66730.81,,,,
6570,184221,2001010100,12526,2,31,有林地,20,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,37977.17,146.41,0,0,37830.76,,,,
7165,185322,2001010100,13522,2,201,城市,20,530702003202,寨后社区居委会,530702003202,寨后社区居委会,,,,,,0,295746.71,0,0,0,295746.71,,,,
7170,186196,2001010100,14582,2,201,城市,20,530702003201,金甲社区居委会,530702003201,金甲社区居委会,,,,,,0,124075.97,0,0,0,124075.97,,,,
7214,188206,2001010100,16441,2,201,城市,20,530702002203,义和社区居委会,530702002203,义和社区居委会,,,,,,0,82534.03,0,0,0,82534.03,,,,
7517,186377,2001010100,14573,2,201,城市,20,530702001203,五一社区居委会,530702001203,五一社区居委会,,,,,,0,950.17,0,0,0,950.17,,,,
7683,187724,2001010100,16016,2,201,城市,20,530702002203,义和社区居委会,530702001204,七一社区居委会,,,,,,0,7962.87,0,0,0,7962.87,,,,
7924,187974,2001010100,16209,2,201,城市,20,530702002201,祥云社区居委会,530702002201,祥云社区居委会,,,,,,0,34334.05,0,0,0,34334.05,,,,
8011,193422,2001010100,21655,2,31,有林地,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,471.1,148.19,0,0,322.91,,,,
8142,189287,2001010100,17503,2,202,建制镇,20,530702002204,顺和社区居委会,530702002204,顺和社区居委会,,,,,,0,11071.15,0,0,0,11071.15,,,,
8783,192262,2001010100,20449,2,43,其他草地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,17590.74,61.64,0,0,17529.1,,,,
9226,198886,2001010100,27178,2,31,有林地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,,,,,0,129893.4,2057.66,0,0,127835.74,,,,
9242,193995,2001010100,22204,2,31,有林地,30,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,31932.21,1693.77,0,0,30238.44,,,,
9798,197946,2001010100,26143,2,43,其他草地,30,530702202208,羊见村民委员会,530702202208,羊见村民委员会,,,,,,0,14184.87,0,0,0,14184.87,,,,
10148,201292,2001010100,29475,2,32,灌木林地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,,,,,0,155964.9,0,0,0,155964.9,,,,
10481,201556,2001010100,29762,2,31,有林地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,,,,,0,305476.67,1894.9,0,0,303581.77,,,,
10578,200006,2001010100,28213,2,31,有林地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,28624.66,293.35,0,0,28331.31,,,,
11268,200987,2001010100,29170,2,31,有林地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,75192.39,441.09,0,0,74751.3,,,,
11471,203359,2001010100,31677,2,31,有林地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,,,,,0,15101.15,116.41,0,0,14984.74,,,,
12787,202368,2001010100,30613,2,31,有林地,30,530702205205,普勤村民委员会,530702205205,普勤村民委员会,,,,,,0,9016.41,453.9,0,0,8562.51,,,,
14229,207961,2001010100,36196,2,32,灌木林地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,246413.89,2059.77,0,0,244354.12,,,,
14231,204774,2001010100,33052,2,31,有林地,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,5548.38,452.52,0,0,5095.86,,,,
15966,206539,2001010100,34808,2,32,灌木林地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,6533.7,0,0,0,6533.7,,,,
16019,206674,2001010100,34943,2,32,灌木林地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,,,,,0,37075.22,0,0,0,37075.22,,,,
16379,206806,2001010100,35075,2,43,其他草地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,23572.35,0,0,0,23572.35,,,,
17821,209549,2001010100,37867,2,13,旱地,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,TK,,3,123,0.1674,26730.33,51.35,0,4466.061252,22212.91875,,,,
18643,186589,2001010100,14795,2,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,32081.2,1402.99,0,0,30678.21,,,2015/2/6 0:00,
26776,192496,2001010100,20706,2,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,1,123,0,2066.72,180.98,0,0,1885.74,,,2015/2/7 0:00,
28480,194362,2001010100,22578,2,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,3977.66,1126.64,0,0,2851.02,,,2015/2/7 0:00,
30763,177513,2001010100,5745,2,31,有林地,30,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,,,,,,0,362.34,120.4,0,0,241.94,,,2015/2/7 0:00,
31079,188645,2001010100,18365,2,12,水浇地,30,530702002205,玉龙县飞地,530702002205,玉龙县飞地,,TK,,1,123,0,4652.61,566.26,0,0,4086.35,,,2015/3/10 0:00,
31205,176748,2001010100,4994,2,203,村庄,30,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,,,,,,0,99.42,0,0,0,99.42,,,2015/2/7 0:00,
32444,175898,2001010100,4087,2,31,有林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,31414.34,548.6,0,0,30865.74,,,2015/2/8 0:00,
40538,182534,2001010100,10767,2,32,灌木林地,30,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,,,,,,0,5731.96,241.76,0,0,5490.2,,,2017/1/21 0:00,
68,172751,2001010100,944,3,32,灌木林地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,404567.18,2112.1,0,0,402455.08,,,,
1543,175549,2001010100,3738,3,43,其他草地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,11621.72,897.32,0,0,10724.4,,,,
1594,171696,2001010100,3,3,31,有林地,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,,,,,0,38012.02,5263.47,0,0,32748.55,,,,
2333,179998,2001010100,8277,3,33,其他林地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,,,,,0,2688.05,0,0,0,2688.05,,,,
3338,179022,2001010100,7246,3,43,其他草地,30,530702004204,开文社区居委会,530702004202,龙泉社区居委会,,,,,,0,5579.22,0,0,0,5579.22,,,,
4167,180693,2001010100,8948,3,43,其他草地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,3820.57,0,0,0,3820.57,,,,
4285,180945,2001010100,9200,3,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,2836.61,0,0,0,2836.61,,,,
4301,183547,2001010100,11796,3,201,城市,20,530702003203,文汇社区居委会,530702003203,文汇社区居委会,,,,,,0,784465.73,0,0,0,784465.73,,,,
4640,182043,2001010100,10276,3,205,风景名胜及特殊用地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,,,,,0,3688.78,205.06,0,0,3483.72,,,,
5226,182903,2001010100,11432,3,202,建制镇,20,530702003204,义正社区居委会,530702003204,义正社区居委会,,,,,,0,88052.91,0,0,0,88052.91,,,,
5448,182316,2001010100,10549,3,202,建制镇,20,530702003205,象山社区居委会,530702003205,象山社区居委会,,,,,,0,72798.14,0,0,0,72798.14,,,,
5489,186513,2001010100,14719,3,201,城市,20,530702001203,五一社区居委会,530702001203,五一社区居委会,,,,,,0,278.61,0,0,0,278.61,,,,
5720,185615,2001010100,13795,3,202,建制镇,20,530702003201,金甲社区居委会,530702003201,金甲社区居委会,,,,,,0,82260.75,0,0,0,82260.75,,,,
5763,187235,2001010100,15444,3,201,城市,20,530702002202,八河社区居委会,530702002202,八河社区居委会,,,,,,0,47133,0,0,0,47133,,,,
5840,186159,2001010100,14425,3,31,有林地,20,530702001208,新华社区居委会,530702001208,新华社区居委会,,,,,,0,1466.03,0,0,0,1466.03,,,,
6314,186584,2001010100,14790,3,201,城市,20,530702004201,黄山社区居委会,530702003202,寨后社区居委会,,,,,,0,4010.37,0,0,0,4010.37,,,,
6767,188535,2001010100,16806,3,202,建制镇,20,530702002201,祥云社区居委会,530702002201,祥云社区居委会,,,,,,0,1393.67,0,0,0,1393.67,,,,
7147,188113,2001010100,16348,3,201,城市,20,530702002203,义和社区居委会,530702002203,义和社区居委会,,,,,,0,89312.92,0,0,0,89312.92,,,,
7216,184599,2001010100,12857,3,31,有林地,20,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,3791.61,0,0,0,3791.61,,,,
7713,185447,2001010100,13657,3,201,城市,20,530702001202,新义社区居委会,530702001202,新义社区居委会,,,,,,0,129795.78,0,0,0,129795.78,,,,
8325,194061,2001010100,22280,3,31,有林地,30,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,1346791.8,12758.24,60,0,1333973.56,,,,
8523,193382,2001010100,21615,3,31,有林地,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,26427.03,0,0,0,26427.03,,,,
9161,192657,2001010100,20867,3,43,其他草地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,6487.39,0,0,0,6487.39,,,,
9319,178638,2001010100,6816,3,32,灌木林地,30,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,,,,,,0,386934.06,605.5,0,0,386328.56,,,2015/2/7 0:00,
10068,199222,2001010100,27477,3,13,旱地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,TK,,4,123,0.2937,2959.28,183.15,0,815.349381,1960.780619,,,,
10228,201479,2001010100,29675,3,31,有林地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,,,,,0,862064.55,1410.34,0,0,860654.21,,,,
10608,200157,2001010100,28364,3,43,其他草地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,451.22,0,0,0,451.22,,,,
11084,200769,2001010100,29688,3,13,旱地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,TK,,3,123,0.1674,3446.97,0,0,577.022778,2869.947222,,,,
11629,201101,2001010100,29284,3,43,其他草地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,8928.72,606.66,0,0,8322.06,,,,
13356,202514,2001010100,30769,3,11,水田,30,530702205205,普勤村民委员会,530702205205,普勤村民委员会,T,TK,,5,123,0.3489,5364.8,170.57,0,1812.266847,3381.963153,,,,
13775,203415,2001010100,31733,3,31,有林地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,,,,,0,2379.81,0,0,0,2379.81,,,,
13948,203561,2001010100,31879,3,203,村庄,30,530702202203,七河村民委员会,530702202203,七河村民委员会,,,,,,0,44.9,0,0,0,44.9,,,,
14979,206836,2001010100,35105,3,13,旱地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,TK,,2,123,0.0809,22401.87,0,0,1812.311283,20589.55872,,,,
15170,204948,2001010100,33135,3,32,灌木林地,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,1369.51,288.79,0,0,1080.72,,,,
15289,209561,2001010100,37879,3,43,其他草地,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,,,,,0,7027.47,0,0,0,7027.47,,,,
15870,206464,2001010100,34720,3,32,灌木林地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,123060.01,0,0,0,123060.01,,,,
16074,208142,2001010100,36387,3,43,其他草地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,9759.95,0,0,0,9759.95,,,,
16894,206807,2001010100,35076,3,32,灌木林地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,122279.68,0,0,0,122279.68,,,,
20952,190212,2001010100,18467,3,12,水浇地,30,530702002205,玉龙县飞地,530702002205,玉龙县飞地,,TK,,1,123,0,961.07,237.07,0,0,724,,,2014/9/3 0:00,
22899,186678,2001010100,14884,3,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,6251.15,303.52,0,0,5947.63,,,2015/2/6 0:00,
26846,192503,2001010100,20713,3,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,1,123,0,7696.26,205.33,0,0,7490.93,,,2015/2/7 0:00,
28463,194263,2001010100,22609,3,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,634.75,156.31,0,0,478.44,,,2015/2/7 0:00,
30554,176753,2001010100,4999,3,127,裸地,30,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,,,,,,0,1574.65,124.2,0,0,1450.45,,,2015/2/7 0:00,
30677,177524,2001010100,5756,3,205,风景名胜及特殊用地,30,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,,,,,,0,41.87,0,0,0,41.87,,,2015/2/7 0:00,
32648,175910,2001010100,4099,3,31,有林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,199463.81,2031.43,0,0,197432.38,,,2015/2/8 0:00,
33301,180595,2001010100,8840,3,118,水工建筑用地,20,530702005204,团山水库,530702005204,团山水库,,,,,,0,19800.51,0,0,0,19800.51,,,2015/2/8 0:00,
36539,187813,2001010100,16498,3,21,果园,30,530702201204,三古村民委员会,530702201204,三古村民委员会,,,,,,0,518.68,83.25,0,0,435.43,,,2016/3/2 0:00,
36540,198343,2001010100,26546,3,43,其他草地,30,530702202208,羊见村民委员会,530702202208,羊见村民委员会,,,,,,0,18698.01,422.9,0,0,18275.11,,,2016/3/2 0:00,
37269,189282,2001010100,17498,3,201,城市,20,530702002204,顺和社区居委会,530702002204,顺和社区居委会,,,,,,0,277057.26,6464.3,0,0,270592.96,,,2018/2/26 0:00,
37274,184051,2001010100,12346,3,33,其他林地,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,67783.5,906.23,0,0,66877.27,,,2018/2/26 0:00,
69,172752,2001010100,945,4,32,灌木林地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,187783.18,1536.53,0,0,186246.65,,,,
112,175603,2001010100,3792,4,127,裸地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,36862.71,0,0,0,36862.71,,,,
4032,182490,2001010100,10723,4,43,其他草地,20,530702001209,大研国有林,530702001209,大研国有林,,,,,,0,1579.62,119.28,0,0,1460.34,,,,
4047,180427,2001010100,8649,4,31,有林地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,573636,6084.94,0,0,567551.06,,,,
4062,179059,2001010100,7283,4,43,其他草地,30,530702004204,开文社区居委会,530702004202,龙泉社区居委会,,,,,,0,5677.54,0,0,0,5677.54,,,,
4564,180955,2001010100,9210,4,32,灌木林地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,4229.33,0,0,0,4229.33,,,,
4798,180368,2001010100,8590,4,33,其他林地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,,,,,0,12575.44,0,0,0,12575.44,,,,
4950,184628,2001010100,12886,4,33,其他林地,30,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,1219.15,84.91,0,0,1134.24,,,,
4980,184068,2001010100,12363,4,201,城市,20,530702003203,文汇社区居委会,530702003203,文汇社区居委会,,,,,,0,184267.14,0,0,0,184267.14,,,,
5190,182273,2001010100,10506,4,118,水工建筑用地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,251.52,0,0,0,251.52,,,,
5398,182459,2001010100,10692,4,201,城市,20,530702003205,象山社区居委会,530702003205,象山社区居委会,,,,,,0,259879.22,0,0,0,259879.22,,,,
