OBJECTID,BSM,YSDM,TBYBH,TBBH,DLBM,DLMC,QSXZ,QSDWDM,QSDWMC,ZLDWDM,ZLDWMC,GDLX,KCLX,DLBZ,GDPDJ,KCDLBM,TKXS,TBMJ,XZDWMJ,LXDWMJ,TKMJ,TBDLMJ,PZWH,BGJLH,BGRQ,XZGDJFLY
15366,205272,2001010100,33482,14,13,旱地,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,TK,,3,123,0.1674,1489.1,0,0,249.27534,1239.82466,,,,
15388,209673,2001010100,37991,14,23,其他园地,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,,,,,0,16636.75,0,0,0,16636.75,,,,
15910,207154,2001010100,35410,14,43,其他草地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,23224.49,217.36,0,0,23007.13,,,,
17101,207195,2001010100,35451,14,43,其他草地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,32446.89,784.4,0,0,31662.49,,,,
17132,207069,2001010100,35338,14,13,旱地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,TK,,3,123,0.1674,219677.06,0,0,36773.94152,182903.1185,,,,
17169,208500,2001010100,36755,14,13,旱地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,TK,,5,123,0.3602,1858.92,0,0,669.582984,1189.337016,,,,
22147,183016,2001010100,11224,14,12,水浇地,30,530702004201,黄山社区居委会,530702004201,黄山社区居委会,,TK,,1,123,0,9825.56,1960.72,0,0,7864.84,,,2014/9/3 0:00,
22581,186846,2001010100,15065,14,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,3634.05,345.47,0,0,3288.58,,,2015/2/6 0:00,
22777,189427,2001010100,17663,14,12,水浇地,30,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,,TK,,1,123,0,1262.09,92.65,0,0,1169.44,,,2015/2/7 0:00,
24190,192577,2001010100,20787,14,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,2,123,0.0809,2257.38,233.17,0,163.76,1860.45,,,2015/2/7 0:00,
28723,194503,2001010100,22745,14,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,1907.86,285.54,0,0,1622.32,,,2015/2/7 0:00,
32629,175010,2001010100,4188,14,43,其他草地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,13222.55,271.86,0,0,12950.69,,,2015/2/8 0:00,
33925,186233,2001010100,15705,14,12,水浇地,30,530702004206,玉龙县飞地,530702004206,玉龙县飞地,,TK,,1,123,0,2118.97,53.52,0,0,2065.45,,,2015/3/10 0:00,
36346,184616,2001010100,12874,14,33,其他林地,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,1528.77,177.37,0,0,1351.4,,,2016/3/2 0:00,
36883,180952,2001010100,9207,14,12,水浇地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,TK,,1,123,0,1367.61,318.96,0,0,1048.65,,,2018/2/26 0:00,
37125,174059,2001010100,2244,14,13,旱地,30,530702203202,建新村民委员会,530702203202,建新村民委员会,,TK,,3,123,0.1674,55320.54,620.06,0,9156.860352,45543.61965,,,2016/3/2 0:00,
39583,177531,2001010100,5763,14,32,灌木林地,30,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,,,,,,0,269939.95,540.43,0,0,269399.52,,,2017/1/21 0:00,
40562,182474,2001010100,10707,14,31,有林地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,181650.46,342.9,0,0,181307.56,,,2017/1/21 0:00,
165,171716,2001010100,23,15,203,村庄,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,,,,,0,507.04,0,0,0,507.04,,,,
1289,173002,2001010100,1206,15,203,村庄,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,392.96,0,0,0,392.96,,,,
3062,174080,2001010100,2265,15,13,旱地,30,530702203202,建新村民委员会,530702203202,建新村民委员会,,TK,,5,123,0.3602,51327.94,0,0,18488.32399,32839.61601,,,,
3245,175324,2001010100,4228,15,31,有林地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,729.06,85.44,0,0,643.62,,,,
3337,181018,2001010100,9273,15,13,旱地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,TK,,3,123,0.1674,7513.56,0,0,1257.769944,6255.790056,,,,
4231,179219,2001010100,7464,15,127,裸地,30,530702004202,龙泉社区居委会,530702004202,龙泉社区居委会,,,,,,0,7384.87,45.49,0,0,7339.38,,,,
4512,179010,2001010100,7234,15,43,其他草地,30,530702201203,玉河村民委员会,530702201203,玉河村民委员会,,,,,,0,7292.13,169.36,0,0,7122.77,,,,
4791,182623,2001010100,10879,15,43,其他草地,30,530702001206,义尚社区居委会,530702001209,大研国有林,,,,,,0,4848.68,0,0,0,4848.68,,,,
5025,180299,2001010100,9306,15,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,29779.89,2144,0,0,27635.89,,,,
5307,181658,2001010100,9881,15,43,其他草地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,4125.28,326.67,0,0,3798.61,,,,
5455,185895,2001010100,14125,15,201,城市,20,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,509.14,0,0,0,509.14,,,,
5894,187848,2001010100,17454,15,21,果园,30,530702201204,三古村民委员会,530702201204,三古村民委员会,,,,,,0,4562.32,0,0,0,4562.32,,,,
7511,189025,2001010100,17238,15,202,建制镇,20,530702002203,义和社区居委会,530702002203,义和社区居委会,,,,,,0,1113.86,0,0,0,1113.86,,,,
7781,189051,2001010100,17277,15,201,城市,20,530702002201,祥云社区居委会,530702002201,祥云社区居委会,,,,,,0,182529.07,0,0,0,182529.07,,,,
7996,192830,2001010100,21040,15,43,其他草地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,1065.21,0,0,0,1065.21,,,,
8812,193638,2001010100,21891,15,43,其他草地,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,12626.09,1044.53,0,0,11581.56,,,,
8938,198517,2001010100,26769,15,43,其他草地,30,530702202208,羊见村民委员会,530702202208,羊见村民委员会,,,,,,0,231236.97,255.06,320,0,230661.91,,,,
9247,194460,2001010100,22702,15,31,有林地,30,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,584392.76,5332.94,0,0,579059.82,,,,
9806,199145,2001010100,27400,15,31,有林地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,,,,,0,984680.27,3316.76,0,0,981363.51,,,,
10050,201717,2001010100,29936,15,43,其他草地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,,,,,0,3040.43,142.27,0,0,2898.16,,,,
10207,202100,2001010100,30332,15,32,灌木林地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,,,,,0,309949.04,461.02,0,0,309488.02,,,,
11065,200622,2001010100,28849,15,43,其他草地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,4216.73,0,0,0,4216.73,,,,
11869,201582,2001010100,29788,15,32,灌木林地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,32553.09,287.62,0,0,32265.47,,,,
11980,203697,2001010100,32015,15,13,旱地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,TK,,3,123,0.1674,5191.72,176.76,0,839.504304,4175.455696,,,,
12473,207335,2001010100,35604,15,43,其他草地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,11718.48,0,0,0,11718.48,,,,
12959,202883,2001010100,31181,15,43,其他草地,30,530702205205,普勤村民委员会,530702205205,普勤村民委员会,,,,,,0,306796.74,2748.42,0,0,304048.32,,,,
13169,205267,2001010100,33477,15,203,村庄,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,375.99,0,0,0,375.99,,,,
13320,203607,2001010100,31925,15,203,村庄,30,530702202203,七河村民委员会,530702202203,七河村民委员会,,,,,,0,114.39,17.29,0,0,97.1,,,,
15607,207106,2001010100,35375,15,43,其他草地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,,,,,0,37680.7,0,0,0,37680.7,,,,
15976,209730,2001010100,38009,15,203,村庄,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,,,,,0,4354.91,0,0,0,4354.91,,,,
16974,207128,2001010100,35397,15,43,其他草地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,3535.19,181.39,0,0,3353.8,,,,
17934,208555,2001010100,36810,15,43,其他草地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,21096.24,0,0,0,21096.24,,,,
19609,184697,2001010100,12955,15,203,村庄,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,1841.63,0,0,0,1841.63,,,2010/12/31 0:00,
21707,179052,2001010100,7276,15,43,其他草地,30,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,,,,,,0,4392.81,0,0,0,4392.81,,,2015/2/7 0:00,
24197,192554,2001010100,20764,15,203,村庄,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,,,,,0,17401.98,0,0,0,17401.98,,,2015/2/7 0:00,
27802,194502,2001010100,22744,15,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,1655.48,185.1,0,0,1470.38,,,2015/2/7 0:00,
31067,182246,2001010100,10479,15,31,有林地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,,,,,0,1246.18,168.75,0,0,1077.43,,,2015/3/10 0:00,
31085,183538,2001010100,11787,15,31,有林地,30,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,,,,,,0,17597.24,28.5,0,0,17568.74,,,2015/3/10 0:00,
32425,175996,2001010100,4198,15,31,有林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,107094.74,299.91,0,0,106794.83,,,2015/2/8 0:00,
33854,190262,2001010100,18517,15,12,水浇地,30,530702002205,玉龙县飞地,530702002205,玉龙县飞地,,TK,,1,123,0,4308.62,786.63,0,0,3521.99,,,2015/3/10 0:00,
37239,186237,2001010100,15709,15,12,水浇地,30,530702004206,玉龙县飞地,530702004206,玉龙县飞地,,TK,,1,123,0,2338.79,610.12,0,0,1728.67,,,2016/3/2 0:00,
38531,183014,2001010100,11222,15,43,其他草地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,4081.74,260.2,0,0,3821.54,,,2017/1/21 0:00,
40128,186826,2001010100,15045,15,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,1324.52,64.29,0,0,1260.23,,,2017/1/21 0:00,
40585,189452,2001010100,17688,15,12,水浇地,30,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,,TK,,1,123,0,2281.01,134.78,0,0,2146.23,,,2017/1/21 0:00,
166,171717,2001010100,24,16,13,旱地,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,TK,,4,123,0.2937,1335.09,69.12,0,371.815389,894.154611,,,,
1288,173001,2001010100,1205,16,203,村庄,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,1087.47,64.38,0,0,1023.09,,,,
3230,176019,2001010100,4221,16,43,其他草地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,11807.02,0,0,0,11807.02,,,,
3857,179027,2001010100,7251,16,43,其他草地,30,530702201203,玉河村民委员会,530702201203,玉河村民委员会,,,,,,0,2087.88,0,0,0,2087.88,,,,
4530,180300,2001010100,9307,16,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,29962.71,0,0,0,29962.71,,,,
4649,181671,2001010100,9894,16,31,有林地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,8727.92,80.16,0,0,8647.76,,,,
4811,181007,2001010100,9262,16,12,水浇地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,TK,,2,123,0.0809,1530.71,366.99,0,94.144948,1069.575052,,,,
5013,183807,2001010100,12066,16,43,其他草地,30,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,,,,,,0,356.55,0,0,0,356.55,,,,
5987,183082,2001010100,11290,16,205,风景名胜及特殊用地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,1349.12,0,0,0,1349.12,,,,
6109,183112,2001010100,11320,16,31,有林地,30,530702004201,黄山社区居委会,530702004201,黄山社区居委会,,,,,,0,690.45,31.87,0,0,658.58,,,,
6147,184859,2001010100,13036,16,203,村庄,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,409.6,0,0,0,409.6,,,,
6813,182716,2001010100,10985,16,43,其他草地,20,530702001209,大研国有林,530702001209,大研国有林,,,,,,0,2437.89,0,0,0,2437.89,,,,
7120,185992,2001010100,14235,16,201,城市,20,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,3674.35,0,0,0,3674.35,,,,
7609,193525,2001010100,21768,16,32,灌木林地,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,88726.08,1211.66,0,0,87514.42,,,,
7629,198856,2001010100,27138,16,32,灌木林地,30,530702202208,羊见村民委员会,530702202208,羊见村民委员会,,,,,,0,7670.41,92.37,0,0,7578.04,,,,
7699,190399,2001010100,18664,16,12,水浇地,30,530702002205,玉龙县飞地,530702002205,玉龙县飞地,,TK,,1,123,0,2859.05,415.08,0,0,2443.97,,,,
7818,189206,2001010100,17432,16,21,果园,30,530702201204,三古村民委员会,530702201204,三古村民委员会,,,,,,0,1020.65,34.74,0,0,985.91,,,,
7848,192845,2001010100,21055,16,32,灌木林地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,10998,0,0,0,10998,,,,
7952,189664,2001010100,17943,16,201,城市,20,530702002201,祥云社区居委会,530702002201,祥云社区居委会,,,,,,0,68706.14,763.4,0,0,67942.74,,,,
9002,195348,2001010100,23666,16,31,有林地,30,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,1377.35,470.25,0,0,907.1,,,,
9548,200608,2001010100,28835,16,31,有林地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,1620.76,52.2,0,0,1568.56,,,,
10144,202211,2001010100,30456,16,13,旱地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,TK,,2,123,0.0809,10695.64,128.34,0,854.89457,9712.40543,,,,
10517,199861,2001010100,30034,16,32,灌木林地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,,,,,0,33917.59,0,0,0,33917.59,,,,
10932,199710,2001010100,27998,16,13,旱地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,TK,,2,123,0.0809,3055.31,0,0,247.174579,2808.135421,,,,
11049,203432,2001010100,31750,16,31,有林地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,,,,,0,114973.43,1307.76,0,0,113665.67,,,,
12015,203222,2001010100,31530,16,13,旱地,30,530702202206,忠义村民委员会,530702205205,普勤村民委员会,,TK,,5,123,0.3602,505.88,93.24,0,148.632928,264.007072,,,,
12972,207194,2001010100,35450,16,43,其他草地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,4483.9,0,0,0,4483.9,,,,
14147,205258,2001010100,33468,16,31,有林地,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,1611.84,0,0,0,1611.84,,,,
15207,205644,2001010100,33864,16,203,村庄,30,530702202204,三义村民委员会,530702202204,三义村民委员会,,,,,,0,4833.9,44.21,0,0,4789.69,,,,
15425,207325,2001010100,35594,16,43,其他草地,30,530702205206,金江乡国有林,530702205206,金江乡国有林,,,,,,0,4328.53,0,0,0,4328.53,,,,
15496,209735,2001010100,38014,16,203,村庄,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,,,,,0,1266.21,0,0,0,1266.21,,,,
17010,207196,2001010100,35452,16,32,灌木林地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,,,,,0,27334.75,0,0,0,27334.75,,,,
17932,208540,2001010100,36795,16,43,其他草地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,10540.73,19.5,0,0,10521.23,,,,
18870,203598,2001010100,31916,16,203,村庄,30,530702202203,七河村民委员会,530702202203,七河村民委员会,,,,,,0,2180.59,161.4,0,0,2019.19,,,2011/3/27 0:00,
22949,186827,2001010100,15046,16,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,2200.61,125.81,0,0,2074.8,,,2015/2/6 0:00,
23729,189453,2001010100,17689,16,12,水浇地,30,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,,TK,,1,123,0,2387.63,402.05,0,0,1985.58,,,2015/2/7 0:00,
26241,194527,2001010100,22769,16,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,1504.92,219.02,0,0,1285.9,,,2015/2/7 0:00,
26635,192594,2001010100,20804,16,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,1,123,0,5076.62,124.66,0,0,4951.96,,,2015/2/7 0:00,
32705,175984,2001010100,4173,16,32,灌木林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,114476.2,1826.44,0,0,112649.76,,,2015/2/8 0:00,
37828,182238,2001010100,10471,16,12,水浇地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,TK,,2,123,0.0809,4601.17,404.96,0,339.473389,3856.736611,,,2018/2/26 0:00,
40491,200998,2001010100,29181,16,32,灌木林地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,935485.55,7494.64,0,0,927990.91,,,2017/1/21 0:00,
1896,174193,2001010100,2391,17,203,村庄,30,530702203202,建新村民委员会,530702203202,建新村民委员会,,,,,,0,787.23,0,0,0,787.23,,,,
2173,173007,2001010100,1211,17,33,其他林地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,,,,,0,3678.98,96.73,0,0,3582.25,,,,
2330,180923,2001010100,9178,17,31,有林地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,353363.76,628.4,0,0,352735.36,,,,
3424,176045,2001010100,4258,17,43,其他草地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,7033.28,0,0,0,7033.28,,,,
3448,178064,2001010100,7490,17,12,水浇地,30,530702004202,龙泉社区居委会,530702004202,龙泉社区居委会,,TK,,2,123,0.0809,1442.59,0,0,116.705531,1325.884469,,,,
5009,182255,2001010100,10488,17,12,水浇地,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,TK,,2,123,0.0809,2175.5,242.98,0,156.340868,1776.179132,,,,
5308,181659,2001010100,9882,17,43,其他草地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,12970.02,802.58,0,0,12167.44,,,,
5922,183084,2001010100,11292,17,12,水浇地,30,530702004201,黄山社区居委会,530702004201,黄山社区居委会,,TK,,1,123,0,1782.8,698.71,0,0,1084.09,,,,
6807,187847,2001010100,17453,17,43,其他草地,30,530702201204,三古村民委员会,530702201204,三古村民委员会,,,,,,0,11814.57,0,0,0,11814.57,,,,
8297,192891,2001010100,21101,17,43,其他草地,30,530702201206,义新村民委员会,530702201206,义新村民委员会,,,,,,0,1390.66,0,0,0,1390.66,,,,
8430,193717,2001010100,21983,17,21,果园,30,530702201205,增明村民委员会,530702201205,增明村民委员会,,,,,,0,1778.07,30.2,0,0,1747.87,,,,
8571,189769,2001010100,18554,17,12,水浇地,30,530702002205,玉龙县飞地,530702002205,玉龙县飞地,,TK,,1,123,0,9495.66,1048.39,0,0,8447.27,,,,
8833,195014,2001010100,23299,17,31,有林地,30,530702201207,光乐村民委员会,530702201207,光乐村民委员会,,,,,,0,223047.92,2266.05,0,0,220781.87,,,,
9109,202258,2001010100,30503,17,31,有林地,30,530702202202,新民村民委员会,530702202202,新民村民委员会,,,,,,0,31900.08,145.39,0,0,31754.69,,,,
9619,200598,2001010100,28825,17,43,其他草地,30,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,,,,,,0,8223.1,0,0,0,8223.1,,,,
9894,199842,2001010100,29859,17,43,其他草地,30,530702202206,忠义村民委员会,530702202206,忠义村民委员会,,,,,,0,17137.24,309.47,0,0,16827.77,,,,
10433,199612,2001010100,27900,17,13,旱地,30,530702202201,共和村民委员会,530702202201,共和村民委员会,,TK,,3,123,0.1674,17421.64,503.8,0,2832.046416,14085.79358,,,,
11512,201786,2001010100,30005,17,127,裸地,30,530702202209,前山村民委员会,530702202209,前山村民委员会,,,,,,0,2371.68,0,0,0,2371.68,,,,
12014,203221,2001010100,31529,17,13,旱地,30,530702202206,忠义村民委员会,530702205205,普勤村民委员会,,TK,,4,123,0.2937,4218.79,93.24,0,1211.674035,2913.875965,,,,
12815,203570,2001010100,31888,17,21,果园,30,530702202203,七河村民委员会,530702202203,七河村民委员会,,,,,,0,8816.38,331.66,0,0,8484.72,,,,
12984,209723,2001010100,38002,17,13,旱地,30,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,,TK,,4,123,0.2937,3739.87,206.38,0,1037.786013,2495.703987,,,,
13038,203311,2001010100,31619,17,31,有林地,30,530702202210,后山村民委员会,530702202210,后山村民委员会,,,,,,0,597767.41,6559.09,0,0,591208.32,,,,
13712,205306,2001010100,33516,17,203,村庄,30,530702205204,金江村民委员会,530702205204,金江村民委员会,,,,,,0,750.38,0,0,0,750.38,,,,
15159,205633,2001010100,33853,17,13,旱地,30,530702202204,三义村民委员会,530702202204,三义村民委员会,,TK,,2,123,0.0809,3752.14,0,0,303.548126,3448.591874,,,,
15363,206661,2001010100,34930,17,31,有林地,30,530702202205,五峰村民委员会,530702202205,五峰村民委员会,,,,,,0,1319852.32,7896.83,0,0,1311955.49,,,,
15616,207299,2001010100,35568,17,43,其他草地,30,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,,,,,,0,8852.02,553.89,0,0,8298.13,,,,
16726,208129,2001010100,36374,17,32,灌木林地,30,530702205201,产构村民委员会,530702205201,产构村民委员会,,,,,,0,1927491.64,9389.55,0,0,1918102.09,,,,
19801,900000351,2001010100,,17,203,村庄,30,530702002203,义和社区居委会,530702002203,义和社区居委会,,,,,,0,2583.7,0,0,0,2583.7,乡镇批准宅基地、有老证,,2011/3/27 0:00,
20126,177467,2001010100,7294,17,127,裸地,30,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,,,,,,0,2335.02,0,0,0,2335.02,,,2015/2/7 0:00,
20745,910007179,2001010100,13287,17,31,有林地,30,530702001201,北门办事处,530702001201,北门办事处,,,,,,0,9646.44,626.37,0,0,9020.07,,,2012/12/30 0:00,
22173,180983,2001010100,9238,17,12,水浇地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,TK,,1,123,0,4910.49,455.72,0,0,4454.77,,,2014/9/3 0:00,
22790,189425,2001010100,17661,17,12,水浇地,30,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,,,,1,,0,3709.84,561.77,0,0,3148.07,,,2015/2/7 0:00,
23502,186840,2001010100,15059,17,12,水浇地,30,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,,TK,,1,123,0,1586.56,116.45,0,0,1470.11,,,2015/2/6 0:00,
25646,192611,2001010100,20821,17,12,水浇地,30,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,,TK,,1,123,0,2864.06,204.14,0,0,2659.92,,,2015/2/7 0:00,
27804,194517,2001010100,22759,17,12,水浇地,30,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,,TK,,1,123,0,1833.56,262.74,0,0,1570.82,,,2015/2/7 0:00,
30333,189449,2001010100,17685,17,12,水浇地,30,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,,TK,,1,123,0,4887.46,232.39,0,0,4655.07,,,2015/2/7 0:00,
31086,183650,2001010100,11899,17,31,有林地,30,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,,,,,,0,6368.69,267.13,0,0,6101.56,,,2015/3/10 0:00,
32720,175995,2001010100,4197,17,31,有林地,30,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,,,,,,0,871.07,149.62,0,0,721.45,,,2015/2/8 0:00,
36408,187458,2001010100,15730,17,12,水浇地,30,530702004206,玉龙县飞地,530702004206,玉龙县飞地,,TK,,1,123,0,4971.72,682.66,0,0,4289.06,,,2016/3/2 0:00,
36981,184853,2001010100,13030,17,33,其他林地,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,731.62,86.58,0,0,645.04,,,2018/2/26 0:00,
37137,179029,2001010100,7253,17,43,其他草地,30,530702201203,玉河村民委员会,530702201203,玉河村民委员会,,,,,,0,31682.36,131.44,0,0,31550.92,,,2016/3/2 0:00,
40561,182651,2001010100,10920,17,31,有林地,30,530702001206,义尚社区居委会,530702001209,大研国有林,,,,,,0,3993.88,558.9,0,0,3434.98,,,2017/1/21 0:00,
214,171722,2001010100,29,18,43,其他草地,30,530702203203,白水村民委员会,530702203203,白水村民委员会,,,,,,0,656.85,0,0,0,656.85,,,,
1785,172975,2001010100,1179,18,13,旱地,30,530702203201,大东村民委员会,530702203201,大东村民委员会,,TK,,4,123,0.2937,6754.28,87.04,0,1958.168388,4709.071612,,,,
2986,175987,2001010100,4176,18,32,灌木林地,30,530702004204,开文社区居委会,530702004204,开文社区居委会,,,,,,0,471729.57,3446.56,0,0,468283.01,,,,
3241,178057,2001010100,7483,18,31,有林地,30,530702004204,开文社区居委会,530702004202,龙泉社区居委会,,,,,,0,19248.08,0,0,0,19248.08,,,,
3951,177477,2001010100,7304,18,43,其他草地,30,530702201203,玉河村民委员会,530702201203,玉河村民委员会,,,,,,0,2528.04,0,0,0,2528.04,,,,
4095,181478,2001010100,9665,18,31,有林地,30,530702201201,龙山村民委员会,530702201201,龙山村民委员会,,,,,,0,73357.42,1381.03,0,0,71976.39,,,,
4662,180697,2001010100,8952,18,32,灌木林地,30,530702004203,中济社区居委会,530702004203,中济社区居委会,,,,,,0,135032.92,0,0,0,135032.92,,,,
4735,183083,2001010100,11291,18,205,风景名胜及特殊用地,20,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,,,,,,0,3572.31,0,0,0,3572.31,,,,
5186,182279,2001010100,10512,18,114,坑塘水面,30,530702001207,文智社区居委会,530702001207,文智社区居委会,,,,,,0,152.43,0,0,0,152.43,,,,
5346,181411,2001010100,12146,18,31,有林地,30,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,,,,,,0,1375.4,0,0,0,1375.4,,,,
5685,181205,2001010100,9483,18,43,其他草地,30,530702003206,清溪社区居委会,530702003206,清溪社区居委会,,,,,,0,13024.15,0,0,0,13024.15,,,,
5919,184916,2001010100,13093,18,203,村庄,30,530702001206,义尚社区居委会,530702001206,义尚社区居委会,,,,,,0,1808.04,0,0,0,1808.04,,,,
5923,183085,2001010100,11293,18,12,水浇地,30,530702004201,黄山社区居委会,530702004201,黄山社区居委会,,TK,,1,123,0,2072.39,451.62,0,0,1620.77,,,,
