OBJECTID,BSM,YSDM,DLBM,DLMC,QSDWDM,QSDWMC,QSXZ,ZLTBBH,MJ,ZLDWDM,ZLDWMC,GDLX,GDPDJ,DLBZ,X,Y
127,232274,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,2667,320,530702006201,,,,,100.2691812,26.79848682
128,232275,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,2691,320,530702006201,,,,,100.266834,26.80085663
129,232276,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,2383,320,530702006201,,,,,100.2643889,26.80319809
130,232277,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,2383,320,530702006201,,,,,100.2633983,26.80476793
131,232278,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,2107,320,530702006201,,,,,100.2626335,26.80617527
132,231907,2001030100,202,建制镇,530702203201,大东村民委员会,20,206,67,530702203201,大东村民委员会,,,,100.3909648,27.16192821
133,231908,2001030100,203,村庄,530702203201,大东村民委员会,30,355,67,530702203201,大东村民委员会,,,,100.3946911,27.15435949
134,231909,2001030100,203,村庄,530702203201,大东村民委员会,30,337,67,530702203201,大东村民委员会,,,,100.4131151,27.15611511
135,231911,2001030100,203,村庄,530702203201,大东村民委员会,30,1055,67,530702203201,大东村民委员会,,,,100.4005078,27.13981007
136,231912,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1180,13,530702203201,大东村民委员会,,,,100.4023854,27.13714549
137,231913,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1144,13,530702203201,大东村民委员会,,,,100.4075185,27.1372188
138,231914,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1256,13,530702203201,大东村民委员会,,,,100.4123936,27.1341338
139,231915,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1285,13,530702203201,大东村民委员会,,,,100.4126332,27.13336196
140,231916,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1430,13,530702203201,大东村民委员会,,,,100.416049,27.12849295
141,231917,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,947,13,530702203201,大东村民委员会,,,,100.4174146,27.14228208
142,231918,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,975,13,530702203201,大东村民委员会,,,,100.4199263,27.14139629
143,231919,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1116,13,530702203201,大东村民委员会,,,,100.4121147,27.13877504
144,231920,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1179,13,530702203201,大东村民委员会,,,,100.4187252,27.13771916
145,231921,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,1223,13,530702203201,大东村民委员会,,,,100.4216861,27.13484238
146,231922,2001030100,118,水工建筑用地,530702203201,大东村民委员会,30,132,67,530702203201,大东村民委员会,,,,100.4257212,27.16578552
147,231924,2001030100,118,水工建筑用地,530702202206,忠义村民委员会,30,150,30,530702202206,忠义村民委员会,,,,100.3568237,26.72680916
148,231925,2001030100,118,水工建筑用地,530702202209,前山村民委员会,30,311,100,530702202209,前山村民委员会,,,,100.208122,26.71791748
149,231926,2001030100,118,水工建筑用地,530702205204,金江村民委员会,30,109,30,530702205204,金江村民委员会,,,,100.3904394,26.68295573
150,231993,2001030100,202,建制镇,530702004202,龙泉社区居委会,20,71,64,530702004202,龙泉社区居委会,,,,100.2290559,26.93154579
151,232006,2001030100,118,水工建筑用地,530702002201,祥云社区居委会,30,372,100,530702002201,祥云社区居委会,,,,100.2348057,26.84605754
152,232279,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,1960,320,530702006201,,,,,100.2615658,26.80812509
153,232280,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,1680,320,530702006201,,,,,100.260925,26.81192388
154,232281,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,1451,320,530702006201,,,,,100.2606864,26.81681324
155,232282,2001030100,202,建制镇,530702006201,开南街道办事处漾西社区居委会,10,1265,320,530702006201,,,,,100.260528,26.81866743
156,231986,2001030100,205,风景名胜及特殊用地,530702006202,开南街道办事处贵峰社区居委会,30,469,13,530702006202,,,,,100.3033186,26.80839748
157,232221,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1514,66,530702006202,,,,,100.3052911,26.76604071
158,232222,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1408,66,530702006202,,,,,100.3043952,26.76758266
159,232223,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1408,66,530702006202,,,,,100.3022539,26.77065595
160,232224,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1408,66,530702006202,,,,,100.3015173,26.77276799
161,232225,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1479,66,530702006202,,,,,100.2982627,26.77458068
162,232257,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1514,320,530702006202,,,,,100.3077019,26.76678334
163,232258,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1514,320,530702006202,,,,,100.3054796,26.76717676
164,232259,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1408,320,530702006202,,,,,100.3049328,26.76877796
165,232260,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1408,320,530702006202,,,,,100.3041019,26.7702326
166,231874,2001030100,205,风景名胜及特殊用地,530702006202,开南街道办事处贵峰社区居委会,30,1540,66,530702006202,,,,,100.2874181,26.77246159
167,232261,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1408,320,530702006202,,,,,100.3018366,26.77416179
168,232262,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1408,320,530702006202,,,,,100.3012335,26.77519664
169,232007,2001030100,203,村庄,530702002201,祥云社区居委会,30,416,50,530702002201,祥云社区居委会,,,,100.2346831,26.84527375
170,232008,2001030100,203,村庄,530702002201,祥云社区居委会,30,412,100,530702002201,祥云社区居委会,,,,100.2355381,26.8444155
171,232009,2001030100,118,水工建筑用地,530702205205,普勤村民委员会,30,39,50,530702205205,普勤村民委员会,,,,100.3831168,26.71311729
172,232011,2001030100,118,水工建筑用地,530702205205,普勤村民委员会,30,93,50,530702205205,普勤村民委员会,,,,100.3764417,26.69137688
173,232012,2001030100,118,水工建筑用地,530702202206,忠义村民委员会,30,632,67,530702202206,忠义村民委员会,,,,100.3245071,26.69211817
174,232013,2001030100,118,水工建筑用地,530702205205,普勤村民委员会,30,158,30,530702205205,普勤村民委员会,,,,100.3776239,26.66845187
175,231856,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,462,25,530702202204,三义村民委员会,,,,100.2553129,26.67999778
176,231858,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,590,25,530702202204,三义村民委员会,,,,100.2532512,26.67607112
177,231859,2001030100,118,水工建筑用地,530702202205,五峰村民委员会,30,528,80,530702202205,五峰村民委员会,,,,100.2538784,26.64992581
178,231860,2001030100,205,风景名胜及特殊用地,530702202205,五峰村民委员会,30,509,100,530702202205,五峰村民委员会,,,,100.2565107,26.65105523
179,231861,2001030100,203,村庄,530702202205,五峰村民委员会,30,542,30,530702202205,五峰村民委员会,,,,100.259712,26.65153486
180,231862,2001030100,203,村庄,530702202205,五峰村民委员会,30,542,40,530702202205,五峰村民委员会,,,,100.259235,26.65065994
181,231863,2001030100,205,风景名胜及特殊用地,530702202205,五峰村民委员会,30,396,30,530702202205,五峰村民委员会,,,,100.2568895,26.65576962
182,231864,2001030100,205,风景名胜及特殊用地,530702202205,五峰村民委员会,30,99,20,530702202205,五峰村民委员会,,,,100.2520792,26.66339632
183,231865,2001030100,118,水工建筑用地,530702202205,五峰村民委员会,30,122,8,530702202205,五峰村民委员会,,,,100.2511415,26.66248924
184,231866,2001030100,118,水工建筑用地,530702202205,五峰村民委员会,30,265,80,530702202205,五峰村民委员会,,,,100.2552743,26.65944526
185,231867,2001030100,118,水工建筑用地,530702202205,五峰村民委员会,30,179,80,530702202205,五峰村民委员会,,,,100.2580264,26.66157852
186,231868,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,801,16,530702202204,三义村民委员会,,,,100.2549272,26.6643029
187,231869,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,779,20,530702202204,三义村民委员会,,,,100.2585184,26.66662488
188,231876,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,107,28,530702202207,龙潭村民委员会,,,,100.3197184,26.75839473
189,232263,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1408,320,530702006202,,,,,100.2997455,26.77588157
190,232264,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1479,320,530702006202,,,,,100.2980264,26.77670287
191,232265,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1479,320,530702006202,,,,,100.2965039,26.77728367
192,232266,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1428,320,530702006202,,,,,100.2918595,26.7795637
193,232267,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1374,320,530702006202,,,,,100.2878519,26.78085324
194,232268,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,10,1339,320,530702006202,,,,,100.2829251,26.7831803
195,231880,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,35,28,530702202207,龙潭村民委员会,,,,100.3249722,26.76076525
196,231881,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,136,28,530702202207,龙潭村民委员会,,,,100.3259075,26.75754802
197,231882,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,35,66,530702202207,龙潭村民委员会,,,,100.3246512,26.7603685
198,231883,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,8,66,530702202207,龙潭村民委员会,,,,100.3291929,26.76221524
199,231884,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,43,28,530702202207,龙潭村民委员会,,,,100.3281825,26.7614252
200,231885,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,232,28,530702202207,龙潭村民委员会,,,,100.3340231,26.7538407
201,231887,2001030100,118,水工建筑用地,530702202207,龙潭村民委员会,30,239,28,530702202207,龙潭村民委员会,,,,100.3410102,26.75389859
202,231889,2001030100,118,水工建筑用地,530702202201,共和村民委员会,30,443,66,530702202201,共和村民委员会,,,,100.2624083,26.75080336
203,231890,2001030100,118,水工建筑用地,530702203203,白水村民委员会,30,337,7,530702203203,白水村民委员会,,,,100.3846692,27.193157
204,231891,2001030100,118,水工建筑用地,530702203203,白水村民委员会,30,456,7,530702203203,白水村民委员会,,,,100.3859479,27.19227404
205,231931,2001030100,118,水工建筑用地,530702205202,罗玄村民委员会,30,261,30,530702205202,罗玄村民委员会,,,,100.3843311,26.57843945
206,231990,2001030100,43,其他草地,530702006202,开南街道办事处贵峰社区居委会,30,1047,67,530702006202,,,,,100.2888868,26.79348821
207,231870,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1479,66,530702006202,,,,,100.296667,26.77548671
208,231871,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1475,66,530702006202,,,,,100.292749,26.7773417
209,231872,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1428,66,530702006202,,,,,100.2902164,26.77900494
210,231873,2001030100,202,建制镇,530702006202,开南街道办事处贵峰社区居委会,20,1368,66,530702006202,,,,,100.2873553,26.78059375
211,231932,2001030100,205,风景名胜及特殊用地,530702205202,罗玄村民委员会,30,294,15,530702205202,罗玄村民委员会,,,,100.3836021,26.57791179
212,231933,2001030100,118,水工建筑用地,530702205203,江边村民委员会,30,417,30,530702205203,江边村民委员会,,,,100.4016839,26.58190685
213,232019,2001030100,203,村庄,530702205201,产构村民委员会,30,77,40,530702205201,产构村民委员会,,,,100.3840382,26.64318364
214,232020,2001030100,118,水工建筑用地,530702205201,产构村民委员会,30,68,100,530702205201,产构村民委员会,,,,100.3845194,26.64317896
215,232023,2001030100,205,风景名胜及特殊用地,530702205201,产构村民委员会,30,389,16,530702205201,产构村民委员会,,,,100.3440147,26.61159309
216,232024,2001030100,118,水工建筑用地,530702205201,产构村民委员会,30,403,20,530702205201,产构村民委员会,,,,100.3440567,26.61080265
217,232025,2001030100,203,村庄,530702205201,产构村民委员会,30,452,20,530702205201,产构村民委员会,,,,100.3458378,26.60765228
218,232026,2001030100,205,风景名胜及特殊用地,530702205202,罗玄村民委员会,30,45,20,530702205202,罗玄村民委员会,,,,100.4007137,26.60458199
219,232028,2001030100,202,建制镇,530702202206,忠义村民委员会,20,794,67,530702202206,忠义村民委员会,,,,100.3203902,26.68313983
220,232030,2001030100,205,风景名胜及特殊用地,530702205201,产构村民委员会,30,392,16,530702205201,产构村民委员会,,,,100.3426148,26.61131945
221,232035,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,214,16,530702201205,增明村民委员会,,,,100.4321833,26.81351397
222,232036,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,214,16,530702201205,增明村民委员会,,,,100.4315675,26.81310554
223,232037,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,273,16,530702201205,增明村民委员会,,,,100.4340463,26.81181187
224,232038,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,277,16,530702201205,增明村民委员会,,,,100.4333564,26.81020625
225,232040,2001030100,202,建制镇,530702201205,增明村民委员会,20,345,30,530702201205,增明村民委员会,,,,100.4333767,26.80774984
226,232050,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,133,10,530702201206,义新村民委员会,,,,100.3862028,26.82215442
227,232051,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,145,16,530702201206,义新村民委员会,,,,100.3849938,26.82029589
228,232052,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,152,16,530702201206,义新村民委员会,,,,100.3837326,26.81971518
229,232053,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,153,16,530702201206,义新村民委员会,,,,100.3829583,26.81945664
230,232127,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,913,13,530702201201,龙山村民委员会,,,,100.355251,26.85576577
231,232084,2001030100,203,村庄,530702201205,增明村民委员会,30,457,10,530702201205,增明村民委员会,,,,100.4207334,26.80043562
232,232086,2001030100,203,村庄,530702201207,光乐村民委员会,30,99,20,530702201207,光乐村民委员会,,,,100.364227,26.81030888
233,232087,2001030100,203,村庄,530702201207,光乐村民委员会,30,82,20,530702201207,光乐村民委员会,,,,100.3639705,26.81084772
234,232088,2001030100,205,风景名胜及特殊用地,530702201207,光乐村民委员会,30,168,12,530702201207,光乐村民委员会,,,,100.3667831,26.80568434
235,232089,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,163,16,530702201207,光乐村民委员会,,,,100.3677772,26.80466074
236,232090,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,163,16,530702201207,光乐村民委员会,,,,100.3681817,26.80541841
237,232091,2001030100,202,建制镇,530702201207,光乐村民委员会,20,222,10,530702201207,光乐村民委员会,,,,100.3700846,26.80241173
238,232092,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,243,20,530702201207,光乐村民委员会,,,,100.3657327,26.79940964
239,232093,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,327,20,530702201207,光乐村民委员会,,,,100.3709963,26.79597076
240,232094,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,320,20,530702201207,光乐村民委员会,,,,100.3702432,26.79596132
241,232095,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,300,20,530702201207,光乐村民委员会,,,,100.3717256,26.79696914
242,232096,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,308,20,530702201207,光乐村民委员会,,,,100.3737876,26.7963904
243,232097,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,120,16,530702201207,光乐村民委员会,,,,100.3676729,26.80799235
244,232098,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,115,16,530702201207,光乐村民委员会,,,,100.3685607,26.80840546
245,232099,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,115,16,530702201207,光乐村民委员会,,,,100.3695789,26.80819969
246,232100,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,86,16,530702201207,光乐村民委员会,,,,100.3708545,26.81090999
247,232101,2001030100,202,建制镇,530702201207,光乐村民委员会,20,3,60,530702201207,光乐村民委员会,,,,100.360414,26.82082956
248,232102,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,110,16,530702201207,光乐村民委员会,,,,100.3711887,26.80827278
249,232103,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,110,16,530702201207,光乐村民委员会,,,,100.3706001,26.80784276
250,232104,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,110,16,530702201207,光乐村民委员会,,,,100.3713001,26.80776922
251,232105,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,155,40,530702201207,光乐村民委员会,,,,100.3734355,26.80659553
252,232106,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,160,16,530702201207,光乐村民委员会,,,,100.3696101,26.80603085
253,232107,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,137,16,530702201207,光乐村民委员会,,,,100.3710156,26.8069197
254,232108,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,131,16,530702201207,光乐村民委员会,,,,100.3718367,26.80765816
255,232109,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,129,33,530702201204,三古村民委员会,,,,100.4336868,26.84583233
256,232110,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,201,13,530702201204,三古村民委员会,,,,100.4301873,26.8403878
257,232111,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,241,13,530702201204,三古村民委员会,,,,100.4302492,26.83779721
258,232112,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,245,33,530702201204,三古村民委员会,,,,100.4290943,26.83625152
259,232113,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,266,33,530702201204,三古村民委员会,,,,100.425608,26.83636259
260,232114,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,225,13,530702201204,三古村民委员会,,,,100.4256708,26.83689791
261,232115,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,242,7,530702201204,三古村民委员会,,,,100.4248854,26.83737765
262,232116,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,237,33,530702201204,三古村民委员会,,,,100.4249898,26.8379721
263,232117,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,280,7,530702201204,三古村民委员会,,,,100.423374,26.83570917
264,231809,2001030100,118,水工建筑用地,530702004204,开文社区居委会,30,541,6.7,530702004204,开文社区居委会,,,,100.1996296,26.91540202
265,232054,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,172,20,530702201206,义新村民委员会,,,,100.3827017,26.81856197
266,232055,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,226,12,530702201206,义新村民委员会,,,,100.3868103,26.81361551
267,232056,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,145,16,530702201207,光乐村民委员会,,,,100.3775525,26.80498562
268,232057,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,145,16,530702201207,光乐村民委员会,,,,100.3779935,26.804921
269,232058,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,145,12,530702201207,光乐村民委员会,,,,100.3773001,26.80396251
270,232059,2001030100,118,水工建筑用地,530702201207,光乐村民委员会,30,208,16,530702201207,光乐村民委员会,,,,100.3811449,26.80264097
271,232061,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,279,16,530702201204,三古村民委员会,,,,100.4210917,26.83312502
272,231985,2001030100,118,水工建筑用地,530702006203,开南街道办事处良美社区居委会,30,1268,36,530702006203,,,,,100.2993442,26.82397846
273,231976,2001030100,118,水工建筑用地,530702007202,文化街道办事处岩乐社区居委会,30,278,40,530702007202,,,,,100.3815867,26.9432531
274,231977,2001030100,118,水工建筑用地,530702007202,文化街道办事处岩乐社区居委会,30,307,60,530702007202,,,,,100.3841026,26.94195487
275,231978,2001030100,118,水工建筑用地,530702007202,文化街道办事处岩乐社区居委会,30,300,30,530702007202,,,,,100.3862202,26.94014817
276,232072,2001030100,203,村庄,530702201205,增明村民委员会,30,460,10,530702201205,增明村民委员会,,,,100.4160048,26.80041379
277,232075,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,418,16,530702201205,增明村民委员会,,,,100.4229723,26.80358321
278,232076,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,427,30,530702201205,增明村民委员会,,,,100.4231445,26.80261997
279,232078,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,420,20,530702201205,增明村民委员会,,,,100.4287794,26.80362047
280,232080,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,422,100,530702201205,增明村民委员会,,,,100.427396,26.80383654
281,232081,2001030100,203,村庄,530702201205,增明村民委员会,30,420,12,530702201205,增明村民委员会,,,,100.4283226,26.80271806
282,232082,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,420,16,530702201205,增明村民委员会,,,,100.4287101,26.80219146
283,232083,2001030100,118,水工建筑用地,530702201205,增明村民委员会,30,460,16,530702201205,增明村民委员会,,,,100.4190133,26.80056817
284,232118,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,217,33,530702201204,三古村民委员会,,,,100.4253966,26.83921208
285,232119,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,200,20,530702201204,三古村民委员会,,,,100.4261798,26.83979627
286,232120,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,200,7,530702201204,三古村民委员会,,,,100.4262545,26.84012545
287,232121,2001030100,118,水工建筑用地,530702201202,龙兴村民委员会,30,222,13,530702201202,龙兴村民委员会,,,,100.3924731,26.86211991
288,232122,2001030100,202,建制镇,530702201202,龙兴村民委员会,20,196,13,530702201202,龙兴村民委员会,,,,100.3952878,26.86252347
289,232123,2001030100,202,建制镇,530702201202,龙兴村民委员会,20,289,13,530702201202,龙兴村民委员会,,,,100.3960302,26.85585036
290,232124,2001030100,118,水工建筑用地,530702201204,三古村民委员会,30,84,33,530702201204,三古村民委员会,,,,100.4245106,26.851519
291,232126,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,877,13,530702201201,龙山村民委员会,,,,100.3544321,26.85817351
292,231824,2001030100,118,水工建筑用地,530702001207,文智社区居委会,30,631,16,530702001207,文智社区居委会,,,,100.2541117,26.88658103
293,231825,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,438,25,530702202204,三义村民委员会,,,,100.2624963,26.68039165
294,231826,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,425,25,530702202204,三义村民委员会,,,,100.2605614,26.6810271
295,231827,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,446,25,530702202204,三义村民委员会,,,,100.2590237,26.68089721
296,231828,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,445,25,530702202204,三义村民委员会,,,,100.258914,26.67986036
297,231829,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,445,25,530702202204,三义村民委员会,,,,100.2571925,26.67977623
298,231830,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,446,25,530702202204,三义村民委员会,,,,100.2602165,26.67983777
299,231841,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,645,25,530702202204,三义村民委员会,,,,100.2570481,26.67332975
300,231842,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,663,25,530702202204,三义村民委员会,,,,100.2583052,26.67253473
301,231843,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,681,25,530702202204,三义村民委员会,,,,100.2564684,26.67202103
302,231844,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,671,25,530702202204,三义村民委员会,,,,100.255831,26.67217019
303,231845,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,554,25,530702202204,三义村民委员会,,,,100.2551298,26.67659267
304,231846,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,734,25,530702202204,三义村民委员会,,,,100.2619076,26.67024391
305,231847,2001030100,118,水工建筑用地,530702202204,三义村民委员会,30,734,25,530702202204,三义村民委员会,,,,100.2601422,26.66853523
306,232003,2001030100,203,村庄,530702002201,祥云社区居委会,30,164,50,530702002201,祥云社区居委会,,,,100.2342279,26.85010072
307,232161,2001030100,118,水工建筑用地,530702202203,七河村民委员会,30,58,20,530702202203,七河村民委员会,,,,100.2674711,26.71915873
308,231855,2001030100,205,风景名胜及特殊用地,530702202204,三义村民委员会,30,991,16,530702202204,,,,,100.2506635,26.6847887
309,232001,2001030100,202,建制镇,530702002202,八河社区居委会,20,279,16,530702002202,,,,,100.2424076,26.86173142
310,231979,2001030100,118,水工建筑用地,530702007202,文化街道办事处岩乐社区居委会,30,307,60,530702007202,,,,,100.3843625,26.94050309
311,231957,2001030100,203,村庄,530702007203,文化街道办事处东江社区居委会,30,236,8,530702007203,,,,,100.4332702,26.98383181
312,231963,2001030100,202,建制镇,530702007203,文化街道办事处东江社区居委会,20,160,40,530702007203,,,,,100.4159967,26.98782304
313,231964,2001030100,203,村庄,530702007203,文化街道办事处东江社区居委会,30,213,40,530702007203,,,,,100.4132732,26.98453877
314,231965,2001030100,203,村庄,530702007203,文化街道办事处东江社区居委会,30,222,20,530702007203,,,,,100.4093804,26.98417086
315,231966,2001030100,118,水工建筑用地,530702007203,文化街道办事处东江社区居委会,30,158,20,530702007203,,,,,100.4064492,26.988553
316,231967,2001030100,118,水工建筑用地,530702007203,文化街道办事处东江社区居委会,30,168,20,530702007203,,,,,100.4059837,26.98691285
317,231968,2001030100,205,风景名胜及特殊用地,530702007201,文化街道办事处文化社区居委会,30,507,66,530702007201,,,,,100.3692352,26.97247267
318,231969,2001030100,202,建制镇,530702007201,文化街道办事处文化社区居委会,20,515,66,530702007201,,,,,100.3732249,26.97284588
319,231970,2001030100,202,建制镇,530702007201,文化街道办事处文化社区居委会,20,515,66,530702007201,,,,,100.3722707,26.97194665
320,232129,2001030100,118,水工建筑用地,530702201201,龙山村民委员会,30,924,13,530702201201,,,,,100.3572772,26.85512022
321,232140,2001030100,118,水工建筑用地,530702202201,共和村民委员会,30,805,16,530702202201,,,,,100.2505771,26.74449648
322,232002,2001030100,203,村庄,530702002202,八河社区居委会,30,424,100,530702002202,,,,,100.2481483,26.85765082
323,231971,2001030100,205,风景名胜及特殊用地,530702007201,文化街道办事处文化社区居委会,30,1551,66,530702007201,,,,,100.3455047,26.9594578
324,231981,2001030100,205,风景名胜及特殊用地,530702007201,文化街道办事处文化社区居委会,30,1551,66,530702007201,,,,,100.3455022,26.95945241
325,232142,2001030100,205,风景名胜及特殊用地,530702202201,共和村民委员会,30,1858,70,530702202201,,,,,100.2670807,26.74578916
326,232150,2001030100,118,水工建筑用地,530702202201,共和村民委员会,30,1850,20,530702202201,,,,,100.2730699,26.73236221
327,231822,2001030100,118,水工建筑用地,530702001207,文智社区居委会,30,480,16,530702001207,,,,,100.2552949,26.88739602
328,231821,2001030100,118,水工建筑用地,530702001207,文智社区居委会,30,517,16,530702001207,,,,,100.2554223,26.88782931
329,232249,2001030100,202,建制镇,530702202208,羊见村民委员会,10,280,320,530702202208,,,,,100.3434641,26.7709689
330,232250,2001030100,202,建制镇,530702202208,羊见村民委员会,10,280,320,530702202208,,,,,100.3377325,26.76829323
331,232248,2001030100,202,建制镇,530702202208,羊见村民委员会,10,280,320,530702202208,,,,,100.3465558,26.77243129
332,232046,2001030100,118,水工建筑用地,530702201206,义新村民委员会,30,33,16,530702201206,,,,,100.392051,26.83172672
333,232159,2001030100,118,水工建筑用地,530702202203,七河村民委员会,30,22,20,530702202203,,,,,100.2659085,26.71931117
